userName,content,score,at
Pengguna Google,mantul,5,2025-03-10 14:51:44
Pengguna Google,layanan cepat,5,2025-03-10 14:47:24
Pengguna Google,mantep,5,2025-03-10 14:43:08
Pengguna Google,mantap,5,2025-03-10 14:40:09
Pengguna Google,mantapp,5,2025-03-10 14:38:01
Pengguna Google,mantap,5,2025-03-10 14:36:38
Pengguna Google,Mantap,5,2025-03-10 14:31:59
Pengguna Google,good,5,2025-03-10 14:28:04
Pengguna Google,good,5,2025-03-10 14:24:45
Pengguna Google,Maaf kak saya bingung banget masak saldo saya minus... Ini gimna ya sebulan abis 20.000 adminnya,3,2025-03-10 14:20:42
Pengguna Google,"baik,bagus ,mantb",4,2025-03-10 14:20:01
Pengguna Google,aplikasi nya bagus trus pertahan kan.,5,2025-03-10 14:18:29
Pengguna Google,aplikasi yang sangat memudahkan dalam transaksi keuangan,5,2025-03-10 14:15:13
Pengguna Google,mantap,5,2025-03-10 14:12:29
Pengguna Google,ok,1,2025-03-10 14:10:39
Pengguna Google,baik sgat puas,5,2025-03-10 13:51:58
Pengguna Google,keren,4,2025-03-10 13:51:41
Pengguna Google,good,5,2025-03-10 13:50:49
Pengguna Google,amazing,5,2025-03-10 13:50:39
Pengguna Google,Good,5,2025-03-10 13:44:19
Pengguna Google,ok sangat mudah,5,2025-03-10 13:44:00
Pengguna Google,bisa Transfer tmbh jdi enak GK ribet,5,2025-03-10 13:41:21
Pengguna Google,mantap 👍,5,2025-03-10 13:40:14
Pengguna Google,"Nyaman pakai app wondr, tp limitnya terbatas. Dikit bgt",3,2025-03-10 13:38:38
Pengguna Google,terimakasih wondr by BNI,4,2025-03-10 13:37:49
Pengguna Google,ok sae,5,2025-03-10 13:28:39
Pengguna Google,Punya saya ngk bisa log in ya,1,2025-03-10 13:26:17
Pengguna Google,sangat membantu,5,2025-03-10 13:25:55
Pengguna Google,"Siang, ini kenapa dikit dikit perbaikan terus mau login susah tolong di kondisikan",2,2025-03-10 13:23:34
Pengguna Google,i like,5,2025-03-10 13:20:36
Pengguna Google,mantap,5,2025-03-10 13:19:14
Pengguna Google,nice,5,2025-03-10 13:17:35
Pengguna Google,good app,5,2025-03-10 13:14:19
Pengguna Google,👍,5,2025-03-10 13:12:43
Pengguna Google,Halo kenapa tidak bisa untuk setor tunai? Kecewa saya,1,2025-03-10 13:06:47
Pengguna Google,luar biasa mantap,5,2025-03-10 13:05:23
Pengguna Google,mantap,5,2025-03-10 12:57:58
Pengguna Google,bagus dan lebih cepat,5,2025-03-10 12:57:35
Pengguna Google,membantu sekali apl ini.. luvv,5,2025-03-10 12:54:04
Pengguna Google,sangat bagus,5,2025-03-10 12:53:09
Pengguna Google,keren dan mudah,5,2025-03-10 12:51:47
Pengguna Google,good,5,2025-03-10 12:49:56
Pengguna Google,Mantap,5,2025-03-10 12:49:55
Pengguna Google,Penggunaan lebih mudah,5,2025-03-10 12:48:16
Pengguna Google,oke,5,2025-03-10 12:46:57
Pengguna Google,senang bisa transfer lewat mbanking,5,2025-03-10 12:45:51
Pengguna Google,kren,5,2025-03-10 12:43:16
Pengguna Google,cukup bagus,5,2025-03-10 12:38:09
Pengguna Google,mantap,5,2025-03-10 12:34:51
Pengguna Google,good,5,2025-03-10 12:33:38
Pengguna Google,ok,5,2025-03-10 12:31:06
Pengguna Google,ok,5,2025-03-10 12:30:03
Pengguna Google,ok,5,2025-03-10 12:29:46
Pengguna Google,oke,5,2025-03-10 12:25:49
Pengguna Google,ok,5,2025-03-10 12:25:43
Pengguna Google,mudah dan cepat TDK rewel,5,2025-03-10 12:20:58
Pengguna Google,sangat bagus dan puas,5,2025-03-10 12:13:24
Pengguna Google,sangat membantu. terimakasih wondr by BNI the best 👌,5,2025-03-10 12:10:03
Pengguna Google,Mantab pakai Wonder by BNI,5,2025-03-10 12:05:58
Pengguna Google,"Kirim uang ke jepang ke atm japan post bank ,gila makan waktu makan sampe 5 hari pun belum masuk, sebaliknya kirim dari jepang ke indo lama , kalau pake sbi remitance gk sampe sejam sudh masuk ATM indo",1,2025-03-10 12:04:18
Pengguna Google,"Terima kasih. Simple, praktis, cepat...",5,2025-03-10 12:04:17
Pengguna Google,sangat bagus,5,2025-03-10 12:04:06
Pengguna Google,God job,5,2025-03-10 12:02:40
Pengguna Google,Good app,5,2025-03-10 12:02:29
Pengguna Google,sangat membantu aku suaka bangat😘,5,2025-03-10 12:02:10
Pengguna Google,bagus bagat di gunakan,5,2025-03-10 11:58:47
Pengguna Google,Best,5,2025-03-10 11:58:18
Pengguna Google,baik,4,2025-03-10 11:55:11
Pengguna Google,baik,5,2025-03-10 11:50:48
Pengguna Google,mudah dan cepat,5,2025-03-10 11:41:14
Pengguna Google,Mudah digunakan,5,2025-03-10 11:40:58
Pengguna Google,bagus,5,2025-03-10 11:40:10
Pengguna Google,Mantap🇮🇩🇮🇩🇮🇩,5,2025-03-10 11:35:18
Pengguna Google,luar biasa,5,2025-03-10 11:34:49
Pengguna Google,sangat simple,5,2025-03-10 11:28:22
Pengguna Google,13 thn pakai BNI puji Tuhan aman mudah.. puasss...,5,2025-03-10 11:21:52
Pengguna Google,sangat efektif dan membantu sekali,5,2025-03-10 11:20:20
Pengguna Google,Kak saya transfer lewat wonder ke Dana Ada keterangan sukses tapi kok gak masuk ya ke dana. Biasanya selalu berhasil. Dan di riwayatnya juga sudah seukses. Namun sayaa masih belom bisa cek sisa saldo sebelumnya. berkurang atau tidak belum tau.. Jika bisa tambahin informasi saldo sebelumya dan sesudah biar ketahuan berkurang atau tidak saldo saya. Terimakasih.,4,2025-03-10 11:19:40
Pengguna Google,keren,4,2025-03-10 11:09:49
Pengguna Google,good,5,2025-03-10 11:09:12
Pengguna Google,sangat membantu 0,5,2025-03-10 11:08:25
Pengguna Google,Mantap,5,2025-03-10 11:05:48
Pengguna Google,"Buruk sekali ,mana pembaruan trus,kembalikan byar listrik ke mbanking seperti dlu ,sangat sangat sangat sangat buruk",1,2025-03-10 11:03:18
Pengguna Google,"mantapp...👍👍👍🙏🙏 wondr BNI, terima kasih",5,2025-03-10 11:02:44
Pengguna Google,mantap,5,2025-03-10 10:55:36
Pengguna Google,Membantu memudahkan nasabah bertransaksi apapun lewat aplikasi ini,5,2025-03-10 10:50:25
Pengguna Google,mantap,5,2025-03-10 10:42:10
Pengguna Google,semakin komplit,5,2025-03-10 10:40:30
Pengguna Google,lebih mudah. masya allah,5,2025-03-10 10:36:39
Pengguna Google,lancar jaya terima kasih bni,5,2025-03-10 10:33:39
Pengguna Google,Alhamdulillah,5,2025-03-10 10:27:26
Pengguna Google,mmantap,5,2025-03-10 10:22:05
Pengguna Google,sangat membantu,5,2025-03-10 10:20:21
Pengguna Google,ok,5,2025-03-10 10:16:02
Pengguna Google,good,5,2025-03-10 10:15:25
Pengguna Google,"App yg sangat membantu,proses cepat mantap",5,2025-03-10 10:12:31
Pengguna Google,transaksi lebih praktis 👍,5,2025-03-10 10:03:52
Pengguna Google,mudah dan cepat,5,2025-03-10 09:58:50
Pengguna Google,terbaik,5,2025-03-10 09:47:09
Pengguna Google,i like..🙏,5,2025-03-10 09:46:18
Pengguna Google,baik dan lancar,4,2025-03-10 09:43:41
Pengguna Google,is the best,5,2025-03-10 09:43:35
Pengguna Google,mantapp...👏👏,5,2025-03-10 09:43:32
Pengguna Google,aplikasi yg sangat membantu saya Terima kasih,5,2025-03-10 09:42:39
Pengguna Google,lancar,5,2025-03-10 09:34:43
Pengguna Google,mudah dan cepat,5,2025-03-10 09:30:12
Pengguna Google,sangat membantu dan memudahkan pengguna,5,2025-03-10 09:22:48
Pengguna Google,keren dan simpel,5,2025-03-10 09:11:41
Pengguna Google,amajing,5,2025-03-10 09:08:21
Pengguna Google,sangat baik,5,2025-03-10 09:07:02
Pengguna Google,ok,5,2025-03-10 09:05:37
Pengguna Google,baik,5,2025-03-10 09:04:19
Pengguna Google,Oke,5,2025-03-10 09:04:15
Pengguna Google,banyak kekurangan,1,2025-03-10 08:59:01
Pengguna Google,👍,5,2025-03-10 08:48:49
Pengguna Google,baik,5,2025-03-10 08:42:38
Pengguna Google,mantap,4,2025-03-10 08:40:56
Pengguna Google,terbaik untuk saat ini,5,2025-03-10 08:30:02
Pengguna Google,mantap 👍,5,2025-03-10 08:26:18
Pengguna Google,Lbh gampang dan lbh praktis dgn Wondr BNI,5,2025-03-10 08:25:15
Pengguna Google,keren,5,2025-03-10 08:24:42
Pengguna Google,👍👍👍👍,5,2025-03-10 08:22:08
Pengguna Google,bagus lebih tingkatkan lg kwalitas mbanking nya,5,2025-03-10 08:20:23
Pengguna Google,"perbaiki terus, supaya bisa face lock",5,2025-03-10 08:11:59
Pengguna Google,sangat membantu lebih bagus lagi kalau semua menu di aktif.,4,2025-03-10 08:10:37
Pengguna Google,Aplikasi ini sangat membatu,5,2025-03-10 08:07:35
Pengguna Google,sipp tp agak susah mencari bukti transfer,5,2025-03-10 07:57:37
Pengguna Google,sangat keren,5,2025-03-10 07:53:33
Pengguna Google,Lebih cepat daripada aplikasi sebelumnya,5,2025-03-10 07:52:12
Pengguna Google,Cepat & Lebih Terjamin Keamanannya,5,2025-03-10 07:48:22
Pengguna Google,Terbaik dalam pelayanan,5,2025-03-10 07:44:49
Pengguna Google,sangat bagus,5,2025-03-10 07:42:33
Pengguna Google,baik,4,2025-03-10 07:40:17
Pengguna Google,Keluar dari apk nya sendiri pas mau masuk,1,2025-03-10 07:36:12
Pengguna Google,ok,5,2025-03-10 07:29:31
Pengguna Google,goood,5,2025-03-10 07:19:30
Pengguna Google,sangat membantu untuk simpan tabungan.,5,2025-03-10 07:12:28
Pengguna Google,baik,5,2025-03-10 07:09:17
Pengguna Google,Ok banget,5,2025-03-10 07:04:34
Pengguna Google,Mantap,5,2025-03-10 07:04:26
Pengguna Google,sangat bagus,5,2025-03-10 06:58:01
Pengguna Google,ok bagus,5,2025-03-10 06:57:57
Pengguna Google,sangat memuaskan,5,2025-03-10 06:55:45
Pengguna Google,ok..,4,2025-03-10 06:52:46
Pengguna Google,praktis dan mudah.....,5,2025-03-10 06:52:20
Pengguna Google,tampilan lbih atraktif,5,2025-03-10 06:46:46
Pengguna Google,"aplikasi wondr by BNI bagus sekali. saya puas sekali. dengan adanya aplikasi ini semua transaksi jadi lebih praktis, aman, mudah.",5,2025-03-10 06:41:14
Pengguna Google,mantap,5,2025-03-10 06:29:57
Pengguna Google,sangat mudah.aman dan menyenangkan terimakasih BNI...🥰🙏🙏,5,2025-03-10 06:26:38
Pengguna Google,pokoknya mh terbaik,5,2025-03-10 06:15:39
Pengguna Google,mempermudah segala hal dalam kegiatan transaksi keuangan.,5,2025-03-10 06:08:52
Pengguna Google,Mudah dan Cepat..,5,2025-03-10 06:05:25
Pengguna Google,ok,5,2025-03-10 05:55:02
Pengguna Google,puas,5,2025-03-10 05:54:19
Pengguna Google,transaksi lebih cepat,5,2025-03-10 05:44:41
Pengguna Google,memuaskan,5,2025-03-10 05:17:53
Pengguna Google,bisa transaksi secara mudah,5,2025-03-10 05:13:39
Pengguna Google,"kemudahan dalam penggunaan aplikasi, tp potongan bulanannya banyak",5,2025-03-10 05:12:00
Pengguna Google,sangat mudah,5,2025-03-10 05:08:20
Pengguna Google,sangat bermanfaat sekali,5,2025-03-10 05:06:07
Pengguna Google,puas deh pokoknya mengunakan wondr BNI inih,5,2025-03-10 05:04:00
Pengguna Google,"Sangat puas dengan aplikasi ini,mohon ditingkatkan lagi pelayanannya",5,2025-03-10 04:47:55
Pengguna Google,mudah digunakan,5,2025-03-10 04:47:15
Pengguna Google,aku suka blanja dan sering topup jadi mudah terimaksih wondr emang thebes,5,2025-03-10 04:41:06
Pengguna Google,bagus sekali,5,2025-03-10 04:38:33
Pengguna Google,baik,4,2025-03-10 04:33:32
Pengguna Google,Terbaik,5,2025-03-10 04:29:10
Pengguna Google,Terbaik 👍🏻,5,2025-03-10 04:27:04
Pengguna Google,Aplikasi dg inofasi yg keren,5,2025-03-10 04:01:05
Pengguna Google,bagus,4,2025-03-10 03:58:56
Pengguna Google,Keren bank zaman now sangat bagus,5,2025-03-10 03:58:12
Pengguna Google,mantab,5,2025-03-10 03:48:16
Pengguna Google,kenapa setelah update malah tidak bisa di buka,1,2025-03-10 03:45:27
Pengguna Google,ribet susah di gunakan,5,2025-03-10 03:36:00
Pengguna Google,"Tolong buat bni loginya jangan sama angka kartunya, karna kartu debit saya online gak ada fisik, enak login pakai ktp saka verif wajah saja 🙏",5,2025-03-10 03:18:19
Pengguna Google,mantapppp,5,2025-03-10 03:13:03
Pengguna Google,mantap,5,2025-03-10 02:51:52
Pengguna Google,"Sebenarnya tampilannya lebih cantik dan menarik, tapi mohon maaf fiturnya kurang lengkap, kalau bisa menampilkan informasi keterangan pada mutasi transaksi masuk. Yang ada hanya keterangan dari mana, tp catatan keterangan transfernya tidak ada, tidak seperti aplikasi BNI lama",3,2025-03-10 02:19:24
Pengguna Google,Kenapa ya sering ada tanda X Tutup aplikasi ✓Tunggu,3,2025-03-10 02:08:49
Pengguna Google,ok,5,2025-03-10 00:58:59
Pengguna Google,sangat membantu,5,2025-03-10 00:23:21
Pengguna Google,❤️❤️❤️❤️❤️,5,2025-03-10 00:11:32
Pengguna Google,aplikasi yang luar biasa,5,2025-03-10 00:06:20
Pengguna Google,mudah di gunakan,5,2025-03-09 23:52:20
Pengguna Google,Kenapa tidak bisa diakses lagi,2,2025-03-09 23:30:05
Pengguna Google,mantap dan cepat,5,2025-03-09 23:25:15
Pengguna Google,mantab,5,2025-03-09 23:21:43
Pengguna Google,",👍👍",4,2025-03-09 23:18:57
Pengguna Google,terbaik..,5,2025-03-09 23:14:39
Pengguna Google,oooke,5,2025-03-09 22:47:01
Pengguna Google,Kurang jelas susah di pakai,5,2025-03-09 22:41:54
Pengguna Google,akurat .GK loding dan membantu sekali ..semoga sllu seperti ini aamiin,5,2025-03-09 22:40:17
Pengguna Google,bagus,5,2025-03-09 22:38:04
Pengguna Google,ok,5,2025-03-09 22:31:47
Pengguna Google,paket komplit,5,2025-03-09 22:22:14
Pengguna Google,sangat membantu,5,2025-03-09 22:20:04
Pengguna Google,ok,5,2025-03-09 22:14:22
Pengguna Google,Kenapa ya di atas jam 10 malam selalu bermasalah dan sering kendala saat log in?,2,2025-03-09 22:13:13
Pengguna Google,Baik dan Cepat,5,2025-03-09 22:10:46
Pengguna Google,good,5,2025-03-09 22:09:35
Pengguna Google,Aplikasi apa ini GK bisa buat frifasi wajah bikin jengkel ajh,1,2025-03-09 21:58:55
Pengguna Google,sangat mudah dan cepat menggunakan aplikasi wondr by BNI,5,2025-03-09 21:57:25
Pengguna Google,"mantap,pelayanan cepat",5,2025-03-09 21:55:16
Pengguna Google,bagus semakin mudah,5,2025-03-09 21:53:47
Pengguna Google,bgus bgt,5,2025-03-09 21:51:47
Pengguna Google,mantab,5,2025-03-09 21:50:36
Pengguna Google,"jaringan transaksi lancar,,",5,2025-03-09 21:43:14
Pengguna Google,Aplikasi bagus dan sangat mudah utk bertransaksi.,5,2025-03-09 21:42:51
Pengguna Google,Cepat Aman dan mudah,5,2025-03-09 21:36:07
Pengguna Google,praktis,5,2025-03-09 21:30:02
Pengguna Google,sangat membantu,5,2025-03-09 21:27:34
Pengguna Google,mantap betul,5,2025-03-09 21:01:31
Pengguna Google,fiturnya mudah,5,2025-03-09 20:43:13
Pengguna Google,Aplikasi tidak bagus selalunya saya top up walet dan isi pulsa selalu gagal namun saldo trptong tidak di kembalikan sama sekali,1,2025-03-09 20:42:14
Pengguna Google,mantul,5,2025-03-09 20:32:28
Pengguna Google,mantap,5,2025-03-09 20:29:55
Pengguna Google,Cepat deals,5,2025-03-09 20:26:20
Pengguna Google,sangat membantu,5,2025-03-09 20:11:11
Pengguna Google,transaksi lancar & terjamin,4,2025-03-09 20:08:21
Pengguna Google,sangat bagus dan sangat d rekomendasi aplikasi wondr BNI,5,2025-03-09 20:04:17
Pengguna Google,Mantap,5,2025-03-09 20:01:49
Pengguna Google,transfer lebih mudah,5,2025-03-09 20:00:37
Pengguna Google,pake wondr emang kren abizzzz dan mudah,5,2025-03-09 19:55:27
Pengguna Google,Mau reset pasword sendiri malah disuruh buka rekening baru. Wkwkwkwkwkw...makin kacau bni. Mau reset pasword aja harus ke bank...buat capek aja.,1,2025-03-09 19:54:44
Pengguna Google,semoga aman di sini,5,2025-03-09 19:54:44
Pengguna Google,praktis bangett,4,2025-03-09 19:54:28
Pengguna Google,sangat efektif & fleksibel,5,2025-03-09 19:54:27
Pengguna Google,Transaksi Lebih lancar,5,2025-03-09 19:40:53
Pengguna Google,Mau bayar SPP Universitas Kok keterangannya tim kami lagi perbaiki.. kek gitu teros,3,2025-03-09 19:35:26
Pengguna Google,mantap,5,2025-03-09 19:32:20
Pengguna Google,Sering gangguan,2,2025-03-09 19:31:43
Pengguna Google,dengan adanya wondr bni semuanya jadi mudah... mantap,5,2025-03-09 19:30:54
Pengguna Google,good,4,2025-03-09 19:27:32
Pengguna Google,sangat membantu,5,2025-03-09 19:27:18
Pengguna Google,top bgt,5,2025-03-09 19:14:37
Pengguna Google,bagus ga kaleng kaleng,5,2025-03-09 19:06:48
Pengguna Google,mantab,4,2025-03-09 19:05:11
Pengguna Google,Ka maaf kan saya top up dana saldo saya sudah berkurang tapi saldonya belum ada masuk ke dana nya gmna yah ka,3,2025-03-09 19:03:20
Pengguna Google,Aplikasi ini bagus dan lengkap. Semoga keamanannya selalu ditingkatkan jangan sampai kebobolan.,5,2025-03-09 19:00:49
Pengguna Google,mantap,5,2025-03-09 18:57:56
Pengguna Google,sangat baik,5,2025-03-09 18:55:07
Pengguna Google,bagus muda enak,5,2025-03-09 18:54:12
Pengguna Google,baik,5,2025-03-09 18:50:51
Pengguna Google,sangat mmbantu,5,2025-03-09 18:49:37
Pengguna Google,mantap sekali,5,2025-03-09 18:47:22
Pengguna Google,sangat membantu,4,2025-03-09 18:39:55
Pengguna Google,apk bagus dan mantap,5,2025-03-09 18:39:08
Pengguna Google,Bagus,5,2025-03-09 18:29:08
Pengguna Google,sangat bagus,5,2025-03-09 18:24:55
Pengguna Google,good,5,2025-03-09 18:17:31
Pengguna Google,"mantap sangat bagus dan cepat dalam bertransaksi, sangat membantu.",5,2025-03-09 18:16:13
Pengguna Google,good,5,2025-03-09 18:12:14
Pengguna Google,Perfect..,5,2025-03-09 18:11:32
Pengguna Google,"Saya Transfer VA sering gangguan, kok transfer tidak boleh lebih Rp. 0 ? Tolong diperbaiki. Dan menu setor tunai gak ada.",4,2025-03-09 18:11:26
Pengguna Google,sangat memuaskan,5,2025-03-09 18:00:36
Pengguna Google,seru dan lancar,4,2025-03-09 17:56:23
Pengguna Google,sangat membantu sekali keren & canggih,5,2025-03-09 17:46:04
Pengguna Google,sangat bangus,5,2025-03-09 17:39:31
Pengguna Google,"sangat membantu, semoga selalu lebih baik lgi",5,2025-03-09 17:36:09
Pengguna Google,puas,5,2025-03-09 17:34:53
Pengguna Google,SALDO GUA ILANG COY,1,2025-03-09 17:21:42
Pengguna Google,sangat bermanfaat,5,2025-03-09 17:19:09
Pengguna Google,verry good🥰,5,2025-03-09 17:16:11
Pengguna Google,"Sebenarnya bagus tapi sering banget loading saat log in, kadang mau bayar pakai QRS loadingnya lama T-T",5,2025-03-09 17:16:03
Pengguna Google,terbaik,5,2025-03-09 17:13:50
Pengguna Google,sangat bagus,1,2025-03-09 17:13:32
Pengguna Google,ok,5,2025-03-09 17:12:34
Pengguna Google,mantap,5,2025-03-09 17:12:09
Pengguna Google,baik,5,2025-03-09 17:05:46
Pengguna Google,cepat,5,2025-03-09 16:56:30
Pengguna Google,bagus,5,2025-03-09 16:54:02
Pengguna Google,good,5,2025-03-09 16:48:44
Pengguna Google,aplikasi ga berat,5,2025-03-09 16:47:58
Pengguna Google,lebih mudah,5,2025-03-09 16:45:05
Pengguna Google,good app ez to use,5,2025-03-09 16:44:09
Pengguna Google,baik,4,2025-03-09 16:42:06
Pengguna Google,ok mantap banget,5,2025-03-09 16:37:41
Pengguna Google,simpel dan cepat slm segala transaksi,5,2025-03-09 16:35:11
Pengguna Google,lebih memudahkan konsumen untuk bertansaksi lewat aplikasi wondr,5,2025-03-09 16:28:38
Pengguna Google,mempermudah hidup saya terimakasih wondr bni,5,2025-03-09 16:22:12
Pengguna Google,lancar dan mudah,5,2025-03-09 16:19:02
Pengguna Google,Mantap,5,2025-03-09 16:16:11
Pengguna Google,Kalau gak niat bikin aplikasi gak usah bikin selalu lemot dan gangguan kontttt,1,2025-03-09 16:05:38
Pengguna Google,Bagus,5,2025-03-09 16:04:09
Pengguna Google,lebih mudah dan sat set,5,2025-03-09 15:57:17
Pengguna Google,sangat membantu saya,5,2025-03-09 15:56:48
Pengguna Google,sedikit lambat,4,2025-03-09 15:51:58
Pengguna Google,3 bintang dulu banyak fitur yg belum ada mohon d tingkatkan lagi,3,2025-03-09 15:46:17
Pengguna Google,sangat memudahkan dalam berbagai transaksi,5,2025-03-09 15:45:49
Pengguna Google,sangat membantu,5,2025-03-09 15:39:47
Pengguna Google,kami suka pake wondr karena sangat membantu Terimakasih Wondr,5,2025-03-09 15:39:46
Pengguna Google,nice,5,2025-03-09 15:23:59
Pengguna Google,sangat memuaskan,5,2025-03-09 15:15:20
Pengguna Google,aplikasi keren,5,2025-03-09 15:13:28
Pengguna Google,Masya Allah...lancar dan mudah transaksinya...,5,2025-03-09 15:03:38
Pengguna Google,mantap,5,2025-03-09 14:59:25
Pengguna Google,baik,5,2025-03-09 14:51:37
Pengguna Google,Fery good💝💖😻🥳,5,2025-03-09 14:48:03
Pengguna Google,semoga tidak sering eror,5,2025-03-09 14:34:28
Pengguna Google,Kalok bisa wonder dihapus aja lebih baik menggunakan akases Mobile bni,1,2025-03-09 14:29:57
Pengguna Google,is the best,5,2025-03-09 14:26:08
Pengguna Google,mantaaap,5,2025-03-09 14:25:43
Pengguna Google,keren,5,2025-03-09 14:22:36
Pengguna Google,mantap,5,2025-03-09 14:20:29
Pengguna Google,sangat membantu dan mudah aplikasi nya terimakasih 🙏,5,2025-03-09 14:17:20
Pengguna Google,sangat membantu,5,2025-03-09 14:15:08
Pengguna Google,baik,5,2025-03-09 14:07:53
Pengguna Google,Bagus Mudah dan cepat,5,2025-03-09 13:59:03
Pengguna Google,Lebih mudah fiturnya,5,2025-03-09 13:58:45
Pengguna Google,sangat bagus,5,2025-03-09 13:55:57
Pengguna Google,sangat baik dan mudah,5,2025-03-09 13:51:58
Pengguna Google,lancar terus,5,2025-03-09 13:51:25
Pengguna Google,ok,5,2025-03-09 13:43:55
Pengguna Google,"Kadang troble, nomer rekening tiba2 tidak tercantum dan tidak bisa dibuat transaksi",5,2025-03-09 13:40:59
Pengguna Google,Bagus 👍👍👍,5,2025-03-09 13:39:18
Pengguna Google,sangat mudah dan membantu banget,5,2025-03-09 13:36:45
Pengguna Google,oke mantap,5,2025-03-09 13:34:58
Pengguna Google,kerenn,5,2025-03-09 13:32:44
Pengguna Google,transaksi sangat mudah dan cepat,5,2025-03-09 13:29:28
Pengguna Google,fiturnya lengkap dan mudah dipahami dalam penggunaan nya,5,2025-03-09 13:27:45
Pengguna Google,bagus banget,5,2025-03-09 13:23:18
Pengguna Google,good apk,5,2025-03-09 13:19:38
Pengguna Google,"keren, cepat, simple... banyak promonya",5,2025-03-09 13:11:02
Pengguna Google,fast respon and simple for transaction from market place,5,2025-03-09 13:06:33
Pengguna Google,sangat bagus..bermanfaat,5,2025-03-09 13:05:37
Pengguna Google,Sy sdh 3x nge download selalu gagal fi verifikasi wajah....aplikasi ribet dungu,1,2025-03-09 13:02:59
Pengguna Google,"aplikasi baik, mudah, simpel, tapi kurang 1. transaksi tanpa kartu. Ternyata sudah ada menu mobile tunai. Lengkap sudah wondr. Note : tidak usah banyak visual menyebalkan, Segini saja sudah sangat simpel, tepat, ringan, lancar!",5,2025-03-09 12:56:38
Pengguna Google,sangat puas,5,2025-03-09 12:36:31
Pengguna Google,bagus,5,2025-03-09 12:34:24
Pengguna Google,sangat terrrrrekomendasii bangat,5,2025-03-09 12:30:18
Pengguna Google,ok,5,2025-03-09 12:21:41
Pengguna Google,sangat bagus,5,2025-03-09 12:21:39
Pengguna Google,mantap,5,2025-03-09 12:20:59
Pengguna Google,mudah cepat,5,2025-03-09 12:19:17
Pengguna Google,ok,5,2025-03-09 12:11:13
Pengguna Google,susah di buka,1,2025-03-09 12:06:33
Pengguna Google,wondr by BNI mantap pokoknya jooss,5,2025-03-09 11:43:56
Pengguna Google,mantap,5,2025-03-09 11:42:26
Pengguna Google,bagus... cepat.. mudah...,5,2025-03-09 11:39:45
Pengguna Google,good Verry Verry good 🥹❤️,5,2025-03-09 11:37:29
Pengguna Google,"sering ganguan klw diatas jam 18:00,, tdk remomendasi banget aplikasi ini",1,2025-03-09 11:32:52
Pengguna Google,mantap btul apk ini,5,2025-03-09 11:26:14
Pengguna Google,Wondr memberi kemudahan dalam pelayanan seperti membeli pulsa dan transferan,5,2025-03-09 11:22:20
Pengguna Google,mantap lah aplikasinya,5,2025-03-09 11:21:51
Pengguna Google,very good,5,2025-03-09 11:19:36
Pengguna Google,ok,5,2025-03-09 11:12:05
Pengguna Google,bagus,5,2025-03-09 11:08:06
Pengguna Google,cepat akurat,4,2025-03-09 10:53:40
Pengguna Google,membantu,5,2025-03-09 10:47:30
Pengguna Google,"Aplikasi mbangking baru dari BNI keren banget tampilannya, terkesan terlihat mewah. Terutama detail dari hal merekap keuangan kita. Fiturnya sangat lengkap Tingkatkan lagi BNI",5,2025-03-09 10:46:20
Pengguna Google,bagus,5,2025-03-09 10:44:28
Pengguna Google,amazing cepat dan terpercaya.. sangat membantu dlm setiap kegiatan,5,2025-03-09 10:36:28
Pengguna Google,lebih cepat dalam ber transaksi,4,2025-03-09 10:36:27
Pengguna Google,good,5,2025-03-09 10:31:41
Pengguna Google,sangat berguna,5,2025-03-09 10:26:55
Pengguna Google,mantap,5,2025-03-09 10:24:00
Pengguna Google,Aplikasinya jelek bikin pusin prifikasi fto wajah aj sampe sekarang gk bs bs,1,2025-03-09 10:17:45
Pengguna Google,makin praktis.. mantap,4,2025-03-09 10:13:40
Pengguna Google,Good,5,2025-03-09 10:10:01
Pengguna Google,bagus,5,2025-03-09 09:50:38
Pengguna Google,sangat puas,5,2025-03-09 09:48:34
Pengguna Google,baik penggunaanya,5,2025-03-09 09:40:38
Pengguna Google,sangat membantu,5,2025-03-09 09:40:09
Pengguna Google,mantap,5,2025-03-09 09:11:53
Pengguna Google,sangat nyaman memakai wonder BNi,5,2025-03-09 09:10:33
Pengguna Google,pelayanan cepat,5,2025-03-09 08:53:04
Pengguna Google,mantap,5,2025-03-09 08:40:33
Pengguna Google,ok,4,2025-03-09 08:29:06
Pengguna Google,Semoga lebih aman dan selalu update fasilitas baru,5,2025-03-09 08:26:32
Pengguna Google,terus tingkatkan pelayanan,5,2025-03-09 08:19:50
Pengguna Google,good wondr,5,2025-03-09 08:17:40
Pengguna Google,bermanfaat,5,2025-03-09 08:11:26
Pengguna Google,signal bagus kecepatan bagus,5,2025-03-09 08:06:53
Pengguna Google,baik pelayanannya,4,2025-03-09 08:04:15
Pengguna Google,pembantu,5,2025-03-09 07:56:23
Pengguna Google,siip,5,2025-03-09 07:53:02
Pengguna Google,simpel dan cepat,5,2025-03-09 07:43:17
Pengguna Google,mantab,5,2025-03-09 07:36:48
Pengguna Google,sangat bagus,5,2025-03-09 07:34:30
Pengguna Google,mantap,5,2025-03-09 07:29:35
Pengguna Google,semoga di update terus pelayanan terbaiknya untuk masyarakat pengguna jasa wondr BNI,5,2025-03-09 07:12:43
Pengguna Google,cepatt,5,2025-03-09 07:10:50
